MSR_Id;Lane;Direction;Latitude;Longitude;Name;Canton;Direction;Street 
CH:0508.01;lane1;negative;45.8931046;8.97589874;MENDRISIO N (AS);TI;AIROLO;A 2
CH:0508.02;lane2;negative;45.8931084;8.97594738;MENDRISIO N (AS);TI;AIROLO;A 2
CH:0508.03;lane2;positive;45.8931084;8.97605324;MENDRISIO N (AS);TI;CHIASSO;A 2
CH:0323.01;lane1;positive;46.9033966;7.08939838;MURTEN (AB);FR;KERZERS;A 1
CH:0339.04;lane3;negative;47.4571991;8.27608776;BADEN-WEST (AB) - AG1573;AG;Bern;A 1
CH:0530.01;lane1;negative;46.894062;8.62063599;VERZWEIGUNG ALTDORF (AB);UR;FLUEELEN;A 4
CH:0530.02;lane1;negative;46.8940392;8.62065601;VERZWEIGUNG ALTDORF (AB);UR;FLUEELEN;A 4
CH:0339.05;lane2;negative;47.4572296;8.27606773;BADEN-WEST (AB) - AG1573;AG;Bern;A 1
CH:0600.05;lane1;positive;47.4352951;9.6423769;AU, LEHNENVIADUKT (AB);SG;SARGANS;A 13
CH:0600.04;lane2;positive;47.4353027;9.64230919;AU, LEHNENVIADUKT (AB);SG;SARGANS;A 13
CH:0237.01;lane1;positive;47.1762352;7.42506742;GRENCHEN (AB);SO;SOLOTHURN;A 5
CH:0237.02;lane2;positive;47.1762657;7.42505884;GRENCHEN (AB);SO;SOLOTHURN;A 5
CH:0534.04;lane3;negative;46.5631065;6.57731962;LAUSANNE BLECHERETTE (AR);VD;VERZW. A1/A9;A 9
CH:0534.05;lane2;negative;46.5631332;6.5773344;LAUSANNE BLECHERETTE (AR);VD;VERZW. A1/A9;A 9
CH:0534.06;lane1;negative;46.5631599;6.57734823;LAUSANNE BLECHERETTE (AR);VD;VERZW. A1/A9;A 9
CH:0852.01;lane1;positive;46.1151695;7.09865665;ECHANGEUR GD.ST.BERNARD EST (AR);VS;SION;A 9
CH:0852.02;lane2;positive;46.1151962;7.09862518;ECHANGEUR GD.ST.BERNARD EST (AR);VS;SION;A 9
CH:0535.03;lane2;negative;46.53508;6.67250013;LAUSANNE BELMONT (AR);VD;GENEVE;A 9
CH:0535.04;lane1;negative;46.5351067;6.67251825;LAUSANNE BELMONT (AR);VD;GENEVE;A 9
CH:0852.03;lane3;positive;46.1152306;7.09860849;ECHANGEUR GD.ST.BERNARD EST (AR);VS;SION;A 9
CH:0858.01;lane2;positive;46.7631836;7.5937748;THUN, ALLMENDTUNNEL N (AB);BE;0;A 6
CH:0536.03;lane2;negative;46.515152;6.69851685;LAUSANNE LA CROIX (AR);VD;GENF;A 9
CH:0536.04;lane1;negative;46.5151787;6.69855022;LAUSANNE LA CROIX (AR);VD;GENF;A 9
CH:0537.01;lane1;;46.4757195;6.86152029;VEVEY (AR);VD;LAUSANNE / BERN;A 9
CH:0537.02;lane2;;46.4751205;6.86125851;VEVEY (AR);VD;LAUSANNE / BERN;A 9
CH:0858.02;lane1;positive;46.7631798;7.59386301;THUN, ALLMENDTUNNEL N (AB);BE;0;A 6
CH:0053.01;lane1;positive;47.1268883;9.10201359;WEESEN, KERENZERBERG (AB);GL;SARGANS;A 3
CH:0537.05;lane3;negative;46.4753151;6.86133242;VEVEY (AR);VD;LAUSANNE / BERN;A 9
CH:0537.06;lane2;negative;46.4753418;6.86136007;VEVEY (AR);VD;LAUSANNE / BERN;A 9
CH:0537.07;lane1;negative;46.4754105;6.86142635;VEVEY (AR);VD;LAUSANNE / BERN;A 9
CH:0537.08;lane1;;46.4744644;6.86332417;VEVEY (AR);VD;LAUSANNE / BERN;A 9
CH:0053.02;lane2;positive;47.1269188;9.10201454;WEESEN, KERENZERBERG (AB);GL;SARGANS;A 3
CH:0141.02;lane1;positive;47.5457878;9.18854618;SULGEN E;TG;WEINFELDEN          ;H 14
CH:0538.03;lane2;negative;46.4574051;6.88471556;MONTREUX (AR);VD;LAUSANNE;A 9
CH:0538.04;lane1;negative;46.4574394;6.88472128;MONTREUX (AR);VD;LAUSANNE;A 9
CH:0539.01;lane1;negative;46.5384293;9.23321438;HINTERRHEIN (AB) TUNNEL CASSANAWALD;GR;CHUR;A 13
CH:0331.01;lane1;positive;46.5018883;6.89707088;CHATEL ST. DENIS (AR);VD;FRIBOURG;A 12
CH:0331.02;lane2;positive;46.5019035;6.89704704;CHATEL ST. DENIS (AR);VD;FRIBOURG;A 12
CH:0540.02;lane1;negative;47.2758598;7.51817131;WELSCHENROHR W;SO;GAENSBRUNNEN;H 30
CH:0541.01;lane1;negative;47.1495132;8.42770767;GISIKON (AB);ZG;VERZW. A4/A14;A 14
CH:0541.02;lane2;negative;47.1494865;8.42776108;GISIKON (AB);ZG;VERZW. A4/A14;A 14
CH:0331.03;lane3;positive;46.5019188;6.89702368;CHATEL ST. DENIS (AR);VD;FRIBOURG;A 12
CH:0218.01;lane1;positive;47.0412788;7.03057528;CRESSIER (AR);NE;BIENNE;A 5
CH:0218.02;lane2;positive;47.0412941;7.03053188;CRESSIER (AR);NE;BIENNE;A 5
CH:0576.06;lane1;positive;47.3468246;8.46308517;UETLIBERG, UETLIBERGTUNNEL W (AB) - ZH1206;ZH;VERZW. ZUERICH SUED;A 3
CH:0576.05;lane2;positive;47.3468437;8.46300888;UETLIBERG, UETLIBERGTUNNEL W (AB) - ZH1206;ZH;VERZW. ZUERICH SUED;A 3
CH:0344.02;lane1;positive;47.5323143;7.73584032;RHEINFELDEN (AB) - AG1423;AG;Verzw. A3/A1;A 3
CH:0344.03;lane2;positive;47.5323448;7.73581696;RHEINFELDEN (AB) - AG1423;AG;Verzw. A3/A1;A 3
CH:0339.06;lane1;negative;47.4572639;8.27604675;BADEN-WEST (AB) - AG1573;AG;Bern;A 1
CH:0182.01;lane1;positive;47.0935745;7.5733757;KIRCHBERG N (AB);BE;ZUERICH             ;A 1
CH:0182.02;lane2;positive;47.0935783;7.57332611;KIRCHBERG N (AB);BE;ZUERICH             ;A 1
CH:0149.01;emergencyLane;positive;46.5705109;6.5575099;MEX (AR);VD;YVERDON             ;A 1
CH:0576.04;lane3;positive;47.3468704;8.46294308;UETLIBERG, UETLIBERGTUNNEL W (AB) - ZH1206;ZH;VERZW. ZUERICH SUED;A 3
CH:0098.02;lane1;positive;46.3334732;9.53079796;CASTASEGNA;GR;CHIAVENNA           ;H 3
CH:0169.01;lane1;positive;46.800106;9.90037727;FLUELA, TSCHUGGEN;GR;SUSCH               ;H 28
CH:0591.02;lane1;positive;46.8808556;8.64368248;ALTDORF, SCHMIEDGASSE - UR6018;UR;SCHATTDORF;H 2
CH:0149.02;lane1;positive;46.570507;6.55747223;MEX (AR);VD;YVERDON             ;A 1
CH:0149.03;lane2;positive;46.5705032;6.55742979;MEX (AR);VD;YVERDON             ;A 1
CH:0505.03;lane2;negative;46.4141388;6.23366928;GLAND, DUILLIER (AR);VD;GENF;A 1
CH:0505.04;lane1;negative;46.4141655;6.23364592;GLAND, DUILLIER (AR);VD;GENF;A 1
CH:0208.01;lane1;positive;47.4471245;8.24886227;BIRRHARD, VERZW. A1  (AB);AG;ZUERICH;A 1
CH:0208.02;lane2;positive;47.4471512;8.24882698;BIRRHARD, VERZW. A1  (AB);AG;ZUERICH;A 1
CH:0249.02;lane2;positive;46.317215;6.145751;COPPET W (AR);VD;LAUSANNE;A 1
CH:0547.01;lane1;;46.1620941;8.77353668;ASCONA GALLERIA;TI;ASCONA/LOCARNO;A 13
CH:0547.02;lane1;negative;46.1620064;8.77349186;ASCONA GALLERIA;TI;ASCONA/LOCARNO;A 13
CH:0249.01;lane1;positive;46.3171997;6.14579296;COPPET W (AR);VD;LAUSANNE;A 1
CH:0547.04;lane1;;46.1618767;8.77343178;ASCONA GALLERIA;TI;ASCONA/LOCARNO;A 13
CH:0548.01;lane1;negative;47.3462219;7.28327799;DEVELIER (AR);JU;PORRENTRUY;A 16
CH:0548.02;lane2;negative;47.3462486;7.28324604;DEVELIER (AR);JU;PORRENTRUY;A 16
CH:0506.01;lane1;positive;46.1714516;8.77139473;SOLDUNO N;TI;LOCARNO;H 407
CH:0508.04;lane1;positive;45.8931084;8.97610378;MENDRISIO N (AS);TI;CHIASSO;A 2
CH:0549.01;lane1;negative;47.793293;8.60273075;BARGEN N, ZOLL (AB);SH;DEUTSCHLAND;A 4
CH:0508.05;lane1;;45.8929939;8.97627163;MENDRISIO N (AS);TI;AIROLO;A 2
CH:0550.01;lane1;negative;47.4908485;7.77210045;#N/A;#N/A;#N/A;#N/A
CH:0550.02;lane2;negative;47.4908638;7.77214098;#N/A;#N/A;#N/A;#N/A
CH:0550.03;lane3;negative;47.4908791;7.77218103;#N/A;#N/A;#N/A;#N/A
CH:0551.01;lane1;negative;47.4897079;7.77317429;#N/A;#N/A;#N/A;#N/A
CH:0551.02;lane2;negative;47.4897232;7.77321196;#N/A;#N/A;#N/A;#N/A
CH:0552.01;lane1;negative;47.4887009;7.77439451;#N/A;#N/A;#N/A;#N/A
CH:0552.02;lane2;negative;47.4887199;7.77443695;#N/A;#N/A;#N/A;#N/A
CH:0554.01;lane1;negative;47.4849243;7.77732944;#N/A;#N/A;#N/A;#N/A
CH:0554.02;lane2;negative;47.4849434;7.77745056;#N/A;#N/A;#N/A;#N/A
CH:0555.01;lane1;negative;47.4835739;7.77760124;#N/A;#N/A;#N/A;#N/A
CH:0555.02;lane2;negative;47.4835739;7.77771616;#N/A;#N/A;#N/A;#N/A
CH:0556.01;lane1;negative;47.4819756;7.77763557;#N/A;#N/A;#N/A;#N/A
CH:0556.02;lane2;negative;47.4819832;7.77775669;#N/A;#N/A;#N/A;#N/A
CH:0558.01;lane1;negative;47.4750862;7.78141737;#N/A;#N/A;#N/A;#N/A
CH:0558.02;lane2;negative;47.4751091;7.78145742;#N/A;#N/A;#N/A;#N/A
CH:0559.01;lane1;negative;47.474411;7.78265572;#N/A;#N/A;#N/A;#N/A
CH:0559.02;lane2;negative;47.4744415;7.78268576;#N/A;#N/A;#N/A;#N/A
CH:0560.01;lane1;;47.3733559;8.42062092;ANSCHLUSS URDORF S 2 - ZH1101;ZH;VERZW A1/A1C;A 4
CH:0560.02;lane1;;47.3733177;8.42096233;ANSCHLUSS URDORF S 2 - ZH1101;ZH;VERZW A1/A1C;A 4
CH:0561.01;lane1;;47.3715897;8.42026043;ANSCHLUSS URDORF S 1 - ZH1102;ZH;0;A 4
CH:0561.02;lane1;;47.3723679;8.41979027;ANSCHLUSS URDORF S 1 - ZH1102;ZH;0;A 4
CH:0562.01;emergencyLane;negative;47.3551903;8.42203045;BIRMENSDORF, HAFNERBERGTUNNEL (AB) - ZH1104;ZH;URDORF;A 4
CH:0562.02;lane1;negative;47.3551903;8.42198753;BIRMENSDORF, HAFNERBERGTUNNEL (AB) - ZH1104;ZH;URDORF;A 4
CH:0562.03;lane2;negative;47.3551865;8.42194176;BIRMENSDORF, HAFNERBERGTUNNEL (AB) - ZH1104;ZH;URDORF;A 4
CH:0198.02;lane2;positive;47.4660721;9.4804678;GOLDACH S (AB);SG;ST. MARGRETHEN;A 1
CH:0198.01;lane1;positive;47.4660378;9.48044109;GOLDACH S (AB);SG;ST. MARGRETHEN;A 1
CH:0117.06;lane1;positive;47.1735077;8.43221283;HUENENBERG S (AB);ZG;HOLZHAEUSERN / LUZERN;A 4
CH:0563.01;lane1;;47.3478317;8.42538357;ANSCHLUSS BIRMENSDORF 1 EIN-AUSFAHRT (AB) -ZH1105;ZH;VERZW. A1/A3;A 4
CH:0563.02;lane2;;47.348156;8.42526817;ANSCHLUSS BIRMENSDORF 1 EIN-AUSFAHRT (AB) -ZH1105;ZH;VERZW. A1/A3;A 4
CH:0563.03;lane1;;47.3481598;8.42521954;ANSCHLUSS BIRMENSDORF 1 EIN-AUSFAHRT (AB) -ZH1105;ZH;VERZW. A1/A3;A 4
CH:0564.01;lane1;;47.3477287;8.42822075;ANSCHLUSS BIRMENSDORF 2 EIN-AUSFAHRT (AB) - ZH1106;ZH;URDORF;A 4
CH:0564.02;lane2;;47.3474159;8.42931557;ANSCHLUSS BIRMENSDORF 2 EIN-AUSFAHRT (AB) - ZH1106;ZH;URDORF;A 4
CH:0564.03;lane1;;47.3474159;8.42935467;ANSCHLUSS BIRMENSDORF 2 EIN-AUSFAHRT (AB) - ZH1106;ZH;URDORF;A 4
CH:0565.01;emergencyLane;negative;47.3406143;8.44342995;AESCHERTUNNEL (AB) - ZH1201;ZH;BIRMENSDORF;A 3
CH:0565.02;lane1;negative;47.3405418;8.44342899;AESCHERTUNNEL (AB) - ZH1201;ZH;BIRMENSDORF;A 3
CH:0565.03;lane2;negative;47.3404617;8.4434433;AESCHERTUNNEL (AB) - ZH1201;ZH;BIRMENSDORF;A 3
CH:0117.05;lane2;positive;47.1735115;8.43217468;HUENENBERG S (AB);ZG;HOLZHAEUSERN / LUZERN;A 4
CH:0117.04;lane3;positive;47.1735115;8.43213081;HUENENBERG S (AB);ZG;HOLZHAEUSERN / LUZERN;A 4
CH:0676.01;lane1;positive;47.0044327;6.96377087;HAUTERIVE (AR);NE;BIENNE;A 5
CH:0566.01;lane2;negative;47.3426781;8.45784092;DREIECK ZUERICH-WEST 1 (AB) - ZH1202;ZH;LUZERN/CHUR;A 4
CH:0566.02;lane1;negative;47.3427086;8.45782185;DREIECK ZUERICH-WEST 1 (AB) - ZH1202;ZH;LUZERN/CHUR;A 4
CH:0566.03;lane2;negative;47.3427238;8.45872879;DREIECK ZUERICH-WEST 1 (AB) - ZH1202;ZH;LUZERN/CHUR;A 4
CH:0566.04;lane1;negative;47.3427429;8.45868397;DREIECK ZUERICH-WEST 1 (AB) - ZH1202;ZH;LUZERN/CHUR;A 4
CH:0676.02;lane2;positive;47.0044861;6.96373463;HAUTERIVE (AR);NE;BIENNE;A 5
CH:0227.01;lane1;positive;46.6483917;10.2661772;OFENPASS, BUFFALORA;GR;STA. MARIA;H 28
CH:0566.07;emergencyLane;negative;47.341156;8.45750427;DREIECK ZUERICH-WEST 1 (AB) - ZH1202;ZH;LUZERN/CHUR;A 4
CH:0566.08;lane1;negative;47.3411331;8.45746517;DREIECK ZUERICH-WEST 1 (AB) - ZH1202;ZH;LUZERN/CHUR;A 4
CH:0572.04;lane1;positive;47.3191872;8.44591808;ISLISBERGTUNNEL MITTE (AB) - ZH2102;ZH;LUZERN / SCHWYZ;A 4
CH:0572.03;lane2;positive;47.3192368;8.4457798;ISLISBERGTUNNEL MITTE (AB) - ZH2102;ZH;LUZERN / SCHWYZ;A 4
CH:0197.02;lane1;positive;46.9321785;8.39255524;DALLENWIL;NW;ENGELBERG           ;H 374
CH:0516.04;lane1;negative;47.5303116;8.77272511;ANSCHLUSS OBERWINTERTHUR 1 (AB);ZH;ZUERICH;A 1
CH:0567.05;lane1;;47.340744;8.45855713;DREIECK ZUERICH-WEST 2 (AB) - ZH1203;ZH;LUZERN / BASEL;A 4
CH:0567.06;lane1;;47.3427925;8.45760918;DREIECK ZUERICH-WEST 2 (AB) - ZH1203;ZH;LUZERN / BASEL;A 4
CH:0568.01;lane1;;47.3390999;8.45884418;DREIECK ZUERICH WEST 3 (AB) - ZH1204;ZH;KNONAU;A 4
CH:0568.02;lane1;;47.3379593;8.4586525;DREIECK ZUERICH WEST 3 (AB) - ZH1204;ZH;KNONAU;A 4
CH:0569.01;lane1;;47.3355179;8.4603014;DREIECK ZUERICH-WEST 4 (AB) - ZH1205;ZH;0;A 4
CH:0569.02;lane2;;47.3355484;8.46105862;DREIECK ZUERICH-WEST 4 (AB) - ZH1205;ZH;0;A 4
CH:0569.03;lane1;;47.3355675;8.46110153;DREIECK ZUERICH-WEST 4 (AB) - ZH1205;ZH;0;A 4
CH:0516.03;lane2;negative;47.5302811;8.77274513;ANSCHLUSS OBERWINTERTHUR 1 (AB);ZH;ZUERICH;A 1
CH:0522.01;lane1;negative;47.3409233;7.83337688;BELCHEN S (AB);SO;AUGST;A 2
CH:0522.02;lane2;negative;47.3409081;7.83342934;BELCHEN S (AB);SO;AUGST;A 2
CH:0570.04;lane2;negative;47.3942299;8.41757393;URDORF N (AB) - ZH1302;ZH;VERZW A1/A1C;A 3
CH:0570.05;lane1;negative;47.394207;8.41760826;URDORF N (AB) - ZH1302;ZH;VERZW A1/A1C;A 3
CH:0570.06;emergencyLane;negative;47.3941879;8.41765404;URDORF N (AB) - ZH1302;ZH;VERZW A1/A1C;A 3
CH:0570.07;lane1;;47.3937645;8.41720581;URDORF N (AB) - ZH1302;ZH;VERZW A1/A1C;A 3
CH:0571.01;lane1;negative;47.3340721;8.45892811;ISLISBERG, ISLISBERGTUNNEL N (AB) - ZH2101;ZH;VERZW ZUERICH WEST;A 4
CH:0571.02;lane2;negative;47.3340607;8.45898628;ISLISBERG, ISLISBERGTUNNEL N (AB) - ZH2101;ZH;VERZW ZUERICH WEST;A 4
CH:0054.01;lane1;positive;47.319725;8.53432751;ADLISWIL (AB);ZH;SARGANS             ;A 3
CH:0054.02;lane2;positive;47.3197403;8.53437233;ADLISWIL (AB);ZH;SARGANS             ;A 3
CH:0572.01;lane1;negative;47.3193512;8.44543743;ISLISBERGTUNNEL MITTE (AB) - ZH2102;ZH;VERZW ZUERICH WEST;A 4
CH:0572.02;lane2;negative;47.3192863;8.44557953;ISLISBERGTUNNEL MITTE (AB) - ZH2102;ZH;VERZW ZUERICH WEST;A 4
CH:0068.01;lane1;positive;46.2538948;6.13966513;COLOVREX-LAC (AR);GE;LAUSANNE            ;A 1
CH:0068.02;lane2;positive;46.2538719;6.13961315;COLOVREX-LAC (AR);GE;LAUSANNE            ;A 1
CH:0573.01;lane1;negative;47.2966499;8.4285183;ISLISBERG, ISLISBERGTUNNEL S (AB) - ZH2103;ZH;VERZW. ZUERICH WEST;A 4
CH:0573.02;lane2;negative;47.2966309;8.42858791;ISLISBERG, ISLISBERGTUNNEL S (AB) - ZH2103;ZH;VERZW. ZUERICH WEST;A 4
CH:0068.03;lane1;positive;46.2537117;6.13915873;COLOVREX-LAC (AR);GE;LAUSANNE            ;A 1
CH:0075.01;lane1;positive;46.904213;7.70726013;BOWIL, BORI;BE;LANGNAU             ;H 10
CH:0573.03;lane2;positive;47.2965469;8.42879868;ISLISBERG, ISLISBERGTUNNEL S (AB) - ZH2103;ZH;LUZERN;A 4
CH:0573.04;lane1;positive;47.2965279;8.4288559;ISLISBERG, ISLISBERGTUNNEL S (AB) - ZH2103;ZH;LUZERN;A 4
CH:0574.03;lane1;;47.2698898;8.43921185;ANSCHLUSS AFFOLTERN A.A 2 (AB) - ZH2104;ZH;VERZW. ZUERICH WEST;A 4
CH:0574.04;lane1;;47.2726746;8.43796539;ANSCHLUSS AFFOLTERN A.A 2 (AB) - ZH2104;ZH;VERZW. ZUERICH WEST;A 4
CH:0575.01;lane1;negative;47.2725296;8.43762875;ANSCHLUSS AFFOLTERN  A.A1(AB) - ZH2105;ZH;NOT USED;A 4
CH:0575.02;lane2;negative;47.272541;8.43767452;ANSCHLUSS AFFOLTERN  A.A1(AB) - ZH2105;ZH;NOT USED;A 4
CH:0575.03;lane1;;47.2724228;8.43729305;ANSCHLUSS AFFOLTERN  A.A1(AB) - ZH2105;ZH;NOT USED;A 4
CH:0575.04;lane1;;47.2704506;8.43822289;ANSCHLUSS AFFOLTERN  A.A1(AB) - ZH2105;ZH;NOT USED;A 4
CH:0576.01;lane1;negative;47.346962;8.46244621;UETLIBERG, UETLIBERGTUNNEL W (AB) - ZH1206;ZH;VERZW. ZUERICH WEST;A 3
CH:0576.02;lane2;negative;47.3469391;8.46248627;UETLIBERG, UETLIBERGTUNNEL W (AB) - ZH1206;ZH;VERZW. ZUERICH WEST;A 3
CH:0576.03;lane3;negative;47.3469048;8.46256161;UETLIBERG, UETLIBERGTUNNEL W (AB) - ZH1206;ZH;VERZW. ZUERICH WEST;A 3
CH:0612.01;lane1;positive;47.4707642;8.19215298;BRUGG W, UNTERFUEHRUNG - AG1533;AG;BRUGG;H 5
CH:0827.03;lane2;positive;47.1903839;9.4853363;BUCHS (AB);SG;SARGANS;A 13
CH:0827.04;lane1;positive;47.1903725;9.48538208;BUCHS (AB);SG;SARGANS;A 13
CH:0577.01;emergencyLane;negative;47.3500786;8.47027779;UETLIBERGTUNNEL MITTE (AB) - ZH1207;ZH;VERZW. ZUERICH WEST;A 3
CH:0577.02;lane1;negative;47.3500214;8.47027111;UETLIBERGTUNNEL MITTE (AB) - ZH1207;ZH;VERZW. ZUERICH WEST;A 3
CH:0577.03;lane2;negative;47.349968;8.47027016;UETLIBERGTUNNEL MITTE (AB) - ZH1207;ZH;VERZW. ZUERICH WEST;A 3
CH:0040.02;lane1;positive;46.9527626;8.27787113;ALPNACHSTAD (AB);OW;BRUENIG             ;A 8
CH:0133.01;lane1;positive;46.788559;10.2703848;SCHULS W;GR;MARTINA             ;H 27
CH:0522.03;lane3;positive;47.3409271;7.8335309;BELCHEN S (AB);SO;HAERKINGEN;A 2
CH:0578.01;emergencyLane;negative;47.3443718;8.51403332;UETLIBERGTUNNEL E (AB) - ZH1208;ZH;VERZW. ZUERICH WEST;A 3
CH:0578.02;lane1;negative;47.3443336;8.51403522;UETLIBERGTUNNEL E (AB) - ZH1208;ZH;VERZW. ZUERICH WEST;A 3
CH:0578.03;lane2;negative;47.3442993;8.51403809;UETLIBERGTUNNEL E (AB) - ZH1208;ZH;VERZW. ZUERICH WEST;A 3
CH:0522.04;lane2;positive;47.3409119;7.83357763;BELCHEN S (AB);SO;HAERKINGEN;A 2
CH:0017.02;lane2;positive;47.3878136;8.10109901;BUCHS AG (AB);AG;HUNZENSCHWIL        ;A 1R
CH:0017.01;lane1;positive;47.3877869;8.10109997;BUCHS AG (AB);AG;HUNZENSCHWIL        ;A 1R
CH:0604.03;lane2;positive;47.1491623;9.49848938;SEVELEN, RASTPLATZ  (AB);SG;SARGANS;A 13
CH:0604.04;lane1;positive;47.1491661;9.4985342;SEVELEN, RASTPLATZ  (AB);SG;SARGANS;A 13
CH:0579.03;lane2;negative;47.341053;8.52209282;DREIECK ZUERICH-SUED S (AB) - ZH1209;ZH;ZUERICH/BASEL;A 3
CH:0579.04;lane1;negative;47.3410645;8.52214336;DREIECK ZUERICH-SUED S (AB) - ZH1209;ZH;ZUERICH/BASEL;A 3
CH:0789.01;lane1;positive;47.5620995;9.12668991;WEINFELDEN;TG;BUERGLEN;H 14
CH:0122.01;lane1;positive;47.5541039;8.83946323;FRAUENFELD W, KEFIKON (AB);TG;FRAUENFELD;A 7
CH:0122.02;lane2;positive;47.5541344;8.83945942;FRAUENFELD W, KEFIKON (AB);TG;FRAUENFELD;A 7
CH:0068.04;lane2;positive;46.253685;6.13912153;COLOVREX-LAC (AR);GE;LAUSANNE            ;A 1
CH:0580.05;lane4;negative;47.3468895;8.52007008;DREIECK ZUERICH-SUED N (AB) - ZH1210;ZH;ZUERICH;A 3
CH:0580.06;lane3;negative;47.3468666;8.52011585;DREIECK ZUERICH-SUED N (AB) - ZH1210;ZH;ZUERICH;A 3
CH:0580.07;lane2;negative;47.346817;8.52021027;DREIECK ZUERICH-SUED N (AB) - ZH1210;ZH;ZUERICH;A 3
CH:0580.08;lane1;negative;47.3467979;8.52025032;DREIECK ZUERICH-SUED N (AB) - ZH1210;ZH;ZUERICH;A 3
CH:0243.01;lane1;positive;47.4463577;9.41972733;ST. GALLEN E, BERGBACHVIADUKT (AB);SG;GOLDACH;A 1
CH:0243.02;lane2;positive;47.4463692;9.41968155;ST. GALLEN E, BERGBACHVIADUKT (AB);SG;GOLDACH;A 1
CH:0043.04;lane2;negative;46.5297241;6.5412612;PREVERENGES (AR);VD;MORGES              ;A 1
CH:0581.04;lane3;negative;47.3349533;8.52428246;WOLLISHOFEN, ENTLISBERG (AB ) - ZH1213;ZH;ZUERICH;A 3
CH:0581.05;lane2;negative;47.3349648;8.52433491;WOLLISHOFEN, ENTLISBERG (AB ) - ZH1213;ZH;ZUERICH;A 3
CH:0581.06;lane1;negative;47.3349762;8.5243988;WOLLISHOFEN, ENTLISBERG (AB ) - ZH1213;ZH;ZUERICH;A 3
CH:0582.01;lane1;negative;46.6357307;8.59560966;ANDERMATT, OBERALPSTRASSE - UR9004;UR;GOESCHENEN;H 19
CH:0302.03;lane2;positive;47.484272;9.44199085;ARBON, A1/ZUBRINGER SG;SG;MEGGENHUS;A 23
CH:0586.01;lane1;;47.3934135;8.41641235;URDORF N 2 (AB) - ZH1303;ZH;VERZ A1/A3;A 3
CH:0586.02;lane2;;47.3934822;8.4164629;URDORF N 2 (AB) - ZH1303;ZH;VERZ A1/A3;A 3
CH:0586.03;lane1;;47.3937645;8.41720486;URDORF N 2 (AB) - ZH1303;ZH;VERZ A1/A3;A 3
CH:0586.04;lane1;;47.3950958;8.41862869;URDORF N 2 (AB) - ZH1303;ZH;VERZ A1/A3;A 3
CH:0587.01;lane1;;47.6557617;9.15958977;KREUZLINGEN, HAUPTZOLLAMT;TG;FRAUENFELD / KREUZLINGEN;A 7
CH:0302.04;lane1;positive;47.4842873;9.44203472;ARBON, A1/ZUBRINGER SG;SG;MEGGENHUS;A 23
CH:0522.05;lane1;positive;47.3409004;7.83362675;BELCHEN S (AB);SO;HAERKINGEN;A 2
CH:0587.04;lane2;negative;47.6559639;9.1594305;KREUZLINGEN, HAUPTZOLLAMT;TG;FRAUENFELD / KREUZLINGEN;A 7
CH:0587.05;lane1;negative;47.6559677;9.15938663;KREUZLINGEN, HAUPTZOLLAMT;TG;FRAUENFELD / KREUZLINGEN;A 7
CH:0587.06;lane1;;47.6565666;9.15966511;KREUZLINGEN, HAUPTZOLLAMT;TG;FRAUENFELD / KREUZLINGEN;A 7
CH:0588.01;lane1;negative;47.2185059;8.962286;SCHMERIKON (AB);SG;RAPPERSWIL;A 15
CH:0588.02;lane2;negative;47.2185059;8.96234417;SCHMERIKON (AB);SG;RAPPERSWIL;A 15
CH:0528.01;lane1;negative;46.7300987;8.62681007;GURTNELLEN (AB);UR;ERSTFELD;A 2
CH:0776.01;lane1;positive;47.3614693;9.29438972;WALDSTATT;AR;HERISAU;H 8
CH:0043.05;lane1;negative;46.5297508;6.54123783;PREVERENGES (AR);VD;MORGES              ;A 1
CH:0043.06;emergencyLane;negative;46.5297775;6.5412178;PREVERENGES (AR);VD;MORGES              ;A 1
CH:0295.01;lane1;positive;47.5185242;8.01322079;OESCHGEN (AB);AG;BIRRFELD;A 3
CH:0590.01;emergencyLane;negative;47.3472786;8.42831039;ANSCHLUSS BIRMENSDORF 2 (AB) - ZH1108;ZH;URDORF;A 3
CH:0590.02;lane1;negative;47.3472595;8.42826748;ANSCHLUSS BIRMENSDORF 2 (AB) - ZH1108;ZH;URDORF;A 3
CH:0590.03;lane2;negative;47.3472481;8.42823315;ANSCHLUSS BIRMENSDORF 2 (AB) - ZH1108;ZH;URDORF;A 3
CH:0591.01;lane1;negative;46.8808594;8.64363289;ALTDORF, SCHMIEDGASSE - UR6018;UR;FLUEELEN;H 2
CH:0295.02;lane2;positive;47.5185471;8.01325512;OESCHGEN (AB);AG;BIRRFELD;A 3
CH:0528.02;lane2;negative;46.7300797;8.62683964;GURTNELLEN (AB);UR;ERSTFELD;A 2
CH:0528.03;lane2;positive;46.7300415;8.62689304;GURTNELLEN (AB);UR;GOESCHENEN;A 2
CH:0119.02;lane1;positive;46.6612091;7.55763435;ERLENBACH I.S.;BE;ZWEISIMMEN          ;H 11
CH:0631.02;lane1;positive;46.8249512;9.54016495;MALIX N  - GR213;GR;TIEFENCASTEL;H 3A
CH:0598.01;lane1;negative;47.4708557;9.44267654;MEGGENHUS, VERZWEIGUNG (AB);SG;STEINELOO;A 23
CH:0598.02;lane2;negative;47.4708519;9.44273186;MEGGENHUS, VERZWEIGUNG (AB);SG;STEINELOO;A 23
